X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.500000e-02,5.000000e-05,
0,8.125000e-03,8.750000e-03,
1,8.125000e-03,8.750000e-03,
2,7.500000e-03,9.374999e-03,
3,7.500000e-03,9.374999e-03,
4,7.500000e-03,1.000000e-02,
5,7.500000e-03,1.062500e-02,
6,7.500000e-03,1.187500e-02,
7,7.500000e-03,1.187500e-02,
8,6.875000e-03,1.187500e-02,
9,6.875000e-03,1.250000e-02,
10,7.500000e-03,1.312500e-02,
11,6.875000e-03,1.312500e-02,
12,7.500000e-03,1.375000e-02,
13,7.500000e-03,1.312500e-02,
14,6.875000e-03,1.437500e-02,
15,5.625000e-03,1.500000e-02,
16,4.375000e-03,1.562500e-02,
17,3.750000e-03,1.687500e-02,
18,3.750000e-03,1.750000e-02,
19,3.750000e-03,1.812500e-02,
20,3.125000e-03,1.812500e-02,
21,3.125000e-03,1.812500e-02,
22,2.500000e-03,1.875000e-02,
23,3.125000e-03,1.875000e-02,
24,3.125000e-03,1.875000e-02,
25,2.500000e-03,1.875000e-02,
26,3.125000e-03,1.875000e-02,
27,3.125000e-03,1.812500e-02,
28,3.750000e-03,1.812500e-02,
29,3.750000e-03,1.750000e-02,
30,3.750000e-03,1.750000e-02,
31,4.375000e-03,1.687500e-02,
32,4.375000e-03,1.625000e-02,
33,5.000000e-03,1.625000e-02,
34,5.000000e-03,1.562500e-02,
35,5.625000e-03,1.437500e-02,
36,5.625000e-03,1.375000e-02,
37,6.250000e-03,1.312500e-02,
38,6.875000e-03,1.187500e-02,
39,6.250000e-03,1.062500e-02,
40,5.625000e-03,1.062500e-02,
41,6.250000e-03,1.000000e-02,
42,8.125000e-03,1.000000e-02,
43,8.125000e-03,1.000000e-02,
44,8.750000e-03,8.125000e-03,
45,8.750000e-03,7.500000e-03,
46,8.750000e-03,6.875000e-03,
47,8.750000e-03,6.250000e-03,
48,1.000000e-02,5.625000e-03,
49,1.062500e-02,5.000000e-03,
50,1.062500e-02,4.375000e-03,
51,1.125000e-02,3.125000e-03,
52,1.125000e-02,2.500000e-03,
53,1.125000e-02,1.875000e-03,
54,1.187500e-02,1.875000e-03,
55,1.250000e-02,1.250000e-03,
56,1.187500e-02,6.250000e-04,
57,1.250000e-02,0.000000e+00,
58,1.250000e-02,0.000000e+00,
59,1.250000e-02,-6.250000e-04,
60,1.250000e-02,-6.250000e-04,
61,1.312500e-02,-1.250000e-03,
62,1.312500e-02,-6.250000e-04,
63,1.312500e-02,-6.250000e-04,
64,1.312500e-02,-6.250000e-04,
65,1.312500e-02,-6.250000e-04,
66,1.312500e-02,-6.250000e-04,
67,1.250000e-02,-6.250000e-04,
68,1.250000e-02,-6.250000e-04,
69,1.250000e-02,0.000000e+00,
70,1.250000e-02,6.250000e-04,
71,1.250000e-02,1.250000e-03,
72,1.187500e-02,1.250000e-03,
73,1.125000e-02,1.875000e-03,
74,1.125000e-02,2.500000e-03,
75,1.062500e-02,3.125000e-03,
76,1.000000e-02,4.375000e-03,
77,1.000000e-02,5.000000e-03,
78,9.374999e-03,5.625000e-03,
79,9.374999e-03,6.250000e-03,
80,8.750000e-03,6.875000e-03,
81,8.750000e-03,8.125000e-03,
82,8.125000e-03,8.750000e-03,
83,8.125000e-03,8.750000e-03,
84,7.500000e-03,9.374999e-03,
85,7.500000e-03,1.000000e-02,
86,6.875000e-03,1.125000e-02,
87,6.250000e-03,1.187500e-02,
88,6.250000e-03,1.312500e-02,
89,5.625000e-03,1.312500e-02,
90,6.250000e-03,1.375000e-02,
91,6.250000e-03,1.437500e-02,
92,5.000000e-03,1.562500e-02,
93,4.375000e-03,1.625000e-02,
94,4.375000e-03,1.687500e-02,
95,4.375000e-03,1.687500e-02,
96,4.375000e-03,1.750000e-02,
97,4.375000e-03,1.750000e-02,
98,3.125000e-03,1.812500e-02,
99,3.750000e-03,1.875000e-02,
100,3.125000e-03,1.875000e-02,
101,3.125000e-03,1.875000e-02,
102,3.125000e-03,1.875000e-02,
103,3.125000e-03,1.875000e-02,
104,3.750000e-03,1.875000e-02,
105,3.750000e-03,1.875000e-02,
106,3.750000e-03,1.812500e-02,
107,3.750000e-03,1.812500e-02,
108,4.375000e-03,1.750000e-02,
109,3.750000e-03,1.750000e-02,
110,3.750000e-03,1.750000e-02,
111,4.375000e-03,1.625000e-02,
112,4.375000e-03,1.625000e-02,
113,5.000000e-03,1.500000e-02,
114,5.000000e-03,1.500000e-02,
115,5.625000e-03,1.437500e-02,
116,5.625000e-03,1.375000e-02,
117,6.250000e-03,1.312500e-02,
118,6.875000e-03,1.250000e-02,
119,6.875000e-03,1.125000e-02,
120,7.500000e-03,1.062500e-02,
121,8.125000e-03,1.000000e-02,
122,8.125000e-03,8.750000e-03,
123,8.125000e-03,8.750000e-03,
124,8.125000e-03,8.125000e-03,
125,8.750000e-03,7.500000e-03,
126,8.750000e-03,6.250000e-03,
127,1.062500e-02,5.625000e-03,
128,1.062500e-02,4.375000e-03,
129,1.062500e-02,3.750000e-03,
130,1.125000e-02,3.125000e-03,
131,1.125000e-02,2.500000e-03,
132,1.062500e-02,1.875000e-03,
133,1.187500e-02,1.875000e-03,
134,1.187500e-02,6.250000e-04,
135,1.250000e-02,0.000000e+00,
136,1.312500e-02,0.000000e+00,
137,1.250000e-02,-6.250000e-04,
138,1.312500e-02,-6.250000e-04,
139,1.375000e-02,-1.250000e-03,
140,1.375000e-02,-1.250000e-03,
141,1.375000e-02,-1.875000e-03,
142,1.375000e-02,-1.875000e-03,
143,1.312500e-02,-1.250000e-03,
144,1.375000e-02,-1.250000e-03,
145,1.312500e-02,-1.250000e-03,
146,1.312500e-02,-1.250000e-03,
147,1.312500e-02,-1.250000e-03,
148,1.250000e-02,-6.250000e-04,
149,1.250000e-02,0.000000e+00,
150,1.250000e-02,6.250000e-04,
151,1.250000e-02,6.250000e-04,
152,1.187500e-02,1.250000e-03,
153,1.125000e-02,1.875000e-03,
154,1.000000e-02,2.500000e-03,
155,1.000000e-02,3.125000e-03,
156,1.062500e-02,4.375000e-03,
157,1.000000e-02,4.375000e-03,
158,1.000000e-02,6.250000e-03,
159,9.374999e-03,6.250000e-03,
160,8.125000e-03,6.875000e-03,
161,8.125000e-03,7.500000e-03,
162,8.125000e-03,8.125000e-03,
163,8.125000e-03,8.125000e-03,
164,8.125000e-03,9.374999e-03,
165,7.500000e-03,1.000000e-02,
166,7.500000e-03,1.062500e-02,
167,7.500000e-03,1.125000e-02,
168,7.500000e-03,1.187500e-02,
169,6.250000e-03,1.250000e-02,
170,6.250000e-03,1.312500e-02,
171,5.000000e-03,1.375000e-02,
172,5.625000e-03,1.437500e-02,
173,5.000000e-03,1.562500e-02,
174,3.125000e-03,1.625000e-02,
175,3.750000e-03,1.750000e-02,
176,4.375000e-03,1.750000e-02,
177,3.750000e-03,1.687500e-02,
178,3.125000e-03,1.812500e-02,
179,2.500000e-03,1.812500e-02,
180,2.500000e-03,1.875000e-02,
181,3.125000e-03,1.937500e-02,
182,3.125000e-03,1.875000e-02,
183,4.375000e-03,1.875000e-02,
184,4.375000e-03,1.812500e-02,
185,4.375000e-03,1.812500e-02,
186,3.750000e-03,1.812500e-02,
187,4.375000e-03,1.750000e-02,
188,3.750000e-03,1.687500e-02,
189,4.375000e-03,1.750000e-02,
190,5.000000e-03,1.687500e-02,
191,5.000000e-03,1.625000e-02,
192,5.625000e-03,1.625000e-02,
193,5.000000e-03,1.562500e-02,
194,5.625000e-03,1.500000e-02,
195,5.625000e-03,1.437500e-02,
196,6.250000e-03,1.312500e-02,
197,6.250000e-03,1.250000e-02,
198,6.250000e-03,1.187500e-02,
199,7.500000e-03,1.125000e-02,
200,8.125000e-03,1.125000e-02,
201,8.125000e-03,1.000000e-02,
202,8.125000e-03,8.750000e-03,
203,8.125000e-03,8.750000e-03,
204,8.125000e-03,8.125000e-03,
205,8.125000e-03,7.500000e-03,
206,8.125000e-03,6.875000e-03,
207,8.125000e-03,6.250000e-03,
208,8.125000e-03,6.250000e-03,
209,8.125000e-03,5.625000e-03,
210,8.125000e-03,5.625000e-03,
211,8.125000e-03,5.625000e-03,
212,7.500000e-03,5.000000e-03,
213,7.500000e-03,5.000000e-03,
214,8.750000e-03,5.000000e-03,
215,1.000000e-02,3.750000e-03,
216,1.187500e-02,2.500000e-03,
217,1.187500e-02,1.250000e-03,
218,1.187500e-02,6.250000e-04,
219,1.187500e-02,0.000000e+00,
220,1.250000e-02,6.250000e-04,
221,1.312500e-02,0.000000e+00,
222,1.312500e-02,-6.250000e-04,
223,1.312500e-02,-6.250000e-04,
224,1.312500e-02,-6.250000e-04,
225,1.312500e-02,-6.250000e-04,
226,1.312500e-02,-6.250000e-04,
227,1.250000e-02,-6.250000e-04,
228,1.250000e-02,0.000000e+00,
229,1.187500e-02,0.000000e+00,
230,1.125000e-02,6.250000e-04,
231,1.187500e-02,1.250000e-03,
232,1.125000e-02,1.250000e-03,
233,1.125000e-02,2.500000e-03,
234,1.062500e-02,3.125000e-03,
235,1.062500e-02,3.750000e-03,
236,1.000000e-02,4.375000e-03,
237,1.000000e-02,5.000000e-03,
238,9.374999e-03,5.625000e-03,
239,9.374999e-03,6.875000e-03,
240,1.000000e-02,7.500000e-03,
241,9.374999e-03,7.500000e-03,
242,8.125000e-03,8.750000e-03,
243,8.125000e-03,8.750000e-03,
244,6.875000e-03,1.000000e-02,
245,6.875000e-03,1.062500e-02,
246,6.875000e-03,1.125000e-02,
247,6.250000e-03,1.125000e-02,
248,6.250000e-03,1.187500e-02,
249,5.625000e-03,1.312500e-02,
250,5.000000e-03,1.375000e-02,
251,5.000000e-03,1.500000e-02,
252,4.375000e-03,1.562500e-02,
253,4.375000e-03,1.562500e-02,
254,4.375000e-03,1.687500e-02,
255,3.750000e-03,1.750000e-02,
256,3.750000e-03,1.750000e-02,
257,3.125000e-03,1.812500e-02,
258,3.125000e-03,1.875000e-02,
259,2.500000e-03,1.812500e-02,
260,3.125000e-03,1.875000e-02,
261,2.500000e-03,1.937500e-02,
262,2.500000e-03,1.937500e-02,
263,2.500000e-03,1.937500e-02,
264,2.500000e-03,1.875000e-02,
265,2.500000e-03,1.937500e-02,
266,2.500000e-03,1.937500e-02,
267,3.125000e-03,1.875000e-02,
268,2.500000e-03,1.875000e-02,
269,2.500000e-03,1.812500e-02,
270,3.750000e-03,1.812500e-02,
271,3.125000e-03,1.750000e-02,
272,3.125000e-03,1.687500e-02,
273,3.750000e-03,1.625000e-02,
274,3.750000e-03,1.562500e-02,
275,4.375000e-03,1.562500e-02,
276,5.000000e-03,1.437500e-02,
277,5.625000e-03,1.375000e-02,
278,5.625000e-03,1.312500e-02,
279,6.250000e-03,1.250000e-02,
280,6.250000e-03,1.125000e-02,
281,6.875000e-03,1.125000e-02,
282,7.500000e-03,1.000000e-02,
283,7.500000e-03,1.000000e-02,
284,7.500000e-03,9.374999e-03,
285,8.125000e-03,8.750000e-03,
286,8.750000e-03,7.500000e-03,
287,8.750000e-03,6.875000e-03,
288,9.374999e-03,6.250000e-03,
289,9.374999e-03,5.625000e-03,
290,9.374999e-03,5.000000e-03,
291,1.000000e-02,4.375000e-03,
292,1.062500e-02,3.750000e-03,
293,1.125000e-02,3.125000e-03,
294,1.125000e-02,2.500000e-03,
295,1.062500e-02,1.875000e-03,
296,1.062500e-02,1.250000e-03,
297,1.125000e-02,1.250000e-03,
298,1.187500e-02,1.250000e-03,
299,1.187500e-02,6.250000e-04,
300,1.250000e-02,6.250000e-04,
301,1.250000e-02,0.000000e+00,
302,1.250000e-02,0.000000e+00,
303,1.187500e-02,-6.250000e-04,
304,1.187500e-02,0.000000e+00,
305,1.187500e-02,0.000000e+00,
306,1.187500e-02,0.000000e+00,
307,1.187500e-02,6.250000e-04,
308,1.125000e-02,6.250000e-04,
309,1.187500e-02,6.250000e-04,
310,1.187500e-02,1.250000e-03,
311,1.125000e-02,1.875000e-03,
312,1.062500e-02,1.875000e-03,
313,1.000000e-02,3.125000e-03,
314,1.000000e-02,3.750000e-03,
315,1.000000e-02,4.375000e-03,
316,1.000000e-02,5.000000e-03,
317,9.374999e-03,5.625000e-03,
318,9.374999e-03,6.875000e-03,
319,8.750000e-03,7.500000e-03,
320,8.125000e-03,7.500000e-03,
321,8.125000e-03,9.374999e-03,
322,7.500000e-03,1.000000e-02,
323,7.500000e-03,1.000000e-02,
324,7.500000e-03,1.062500e-02,
325,7.500000e-03,1.187500e-02,
326,6.250000e-03,1.250000e-02,
327,6.250000e-03,1.312500e-02,
328,5.625000e-03,1.375000e-02,
329,4.375000e-03,1.437500e-02,
330,4.375000e-03,1.562500e-02,
331,5.000000e-03,1.625000e-02,
332,5.000000e-03,1.687500e-02,
333,3.750000e-03,1.687500e-02,
334,3.750000e-03,1.750000e-02,
335,3.125000e-03,1.812500e-02,
336,3.125000e-03,1.937500e-02,
337,3.125000e-03,1.875000e-02,
338,3.125000e-03,1.937500e-02,
339,2.500000e-03,2.000000e-02,
340,1.875000e-03,2.000000e-02,
341,2.500000e-03,2.062500e-02,
342,2.500000e-03,2.062500e-02,
343,2.500000e-03,2.062500e-02,
344,2.500000e-03,2.062500e-02,
345,1.875000e-03,2.000000e-02,
346,1.875000e-03,2.000000e-02,
347,2.500000e-03,2.000000e-02,
348,3.125000e-03,2.000000e-02,
349,3.125000e-03,1.937500e-02,
350,3.125000e-03,1.875000e-02,
351,3.125000e-03,1.875000e-02,
352,3.750000e-03,1.812500e-02,
353,4.375000e-03,1.750000e-02,
354,5.000000e-03,1.687500e-02,
355,5.000000e-03,1.562500e-02,
356,5.000000e-03,1.500000e-02,
357,5.000000e-03,1.437500e-02,
358,5.625000e-03,1.375000e-02,
359,5.625000e-03,1.312500e-02,
360,6.875000e-03,1.187500e-02,
361,6.875000e-03,1.125000e-02,
362,6.875000e-03,1.062500e-02,
363,6.875000e-03,1.062500e-02,
364,7.500000e-03,9.374999e-03,
365,8.125000e-03,8.750000e-03,
366,8.125000e-03,8.125000e-03,
367,8.750000e-03,7.500000e-03,
368,9.374999e-03,6.875000e-03,
369,8.750000e-03,6.250000e-03,
370,9.374999e-03,5.625000e-03,
371,1.000000e-02,5.000000e-03,
372,1.000000e-02,4.375000e-03,
373,1.125000e-02,3.750000e-03,
374,1.250000e-02,2.500000e-03,
375,1.250000e-02,2.500000e-03,
376,1.062500e-02,1.250000e-03,
377,1.125000e-02,1.250000e-03,
378,1.250000e-02,1.250000e-03,
379,1.250000e-02,0.000000e+00,
380,1.312500e-02,0.000000e+00,
381,1.312500e-02,0.000000e+00,
382,1.250000e-02,-6.250000e-04,
383,1.187500e-02,0.000000e+00,
384,1.125000e-02,6.250000e-04,
385,1.125000e-02,6.250000e-04,
386,1.187500e-02,6.250000e-04,
387,1.250000e-02,1.250000e-03,
388,1.187500e-02,1.250000e-03,
389,1.187500e-02,1.250000e-03,
390,1.062500e-02,1.875000e-03,
391,1.125000e-02,2.500000e-03,
392,1.125000e-02,3.750000e-03,
393,1.000000e-02,3.750000e-03,
394,1.062500e-02,4.375000e-03,
395,1.000000e-02,4.375000e-03,
396,9.374999e-03,5.000000e-03,
397,9.374999e-03,6.250000e-03,
398,9.374999e-03,6.250000e-03,
399,8.750000e-03,6.875000e-03,
400,8.750000e-03,8.125000e-03,
401,8.125000e-03,8.125000e-03,
402,8.125000e-03,8.750000e-03,
403,8.125000e-03,8.750000e-03,
404,8.125000e-03,1.000000e-02,
405,7.500000e-03,1.062500e-02,
406,7.500000e-03,1.125000e-02,
407,7.500000e-03,1.187500e-02,
408,7.500000e-03,1.187500e-02,
409,7.500000e-03,1.250000e-02,
410,7.500000e-03,1.312500e-02,
411,7.500000e-03,1.312500e-02,
412,8.125000e-03,1.375000e-02,
413,7.500000e-03,1.375000e-02,
414,6.250000e-03,1.375000e-02,
415,5.000000e-03,1.500000e-02,
416,3.750000e-03,1.562500e-02,
417,3.125000e-03,1.687500e-02,
418,3.125000e-03,1.687500e-02,
419,3.125000e-03,1.812500e-02,
420,3.125000e-03,1.812500e-02,
421,3.125000e-03,1.875000e-02,
422,2.500000e-03,1.937500e-02,
423,2.500000e-03,1.875000e-02,
424,3.125000e-03,1.937500e-02,
425,3.125000e-03,1.937500e-02,
426,3.125000e-03,1.937500e-02,
427,3.125000e-03,1.875000e-02,
428,3.750000e-03,1.875000e-02,
429,3.750000e-03,1.875000e-02,
430,4.375000e-03,1.812500e-02,
431,3.750000e-03,1.750000e-02,
432,3.750000e-03,1.687500e-02,
433,5.000000e-03,1.687500e-02,
434,5.000000e-03,1.625000e-02,
435,5.625000e-03,1.562500e-02,
436,5.625000e-03,1.437500e-02,
437,6.250000e-03,1.375000e-02,
438,6.250000e-03,1.312500e-02,
439,6.250000e-03,1.187500e-02,
440,6.250000e-03,1.125000e-02,
441,6.250000e-03,1.125000e-02,
442,8.125000e-03,1.062500e-02,
443,8.125000e-03,1.062500e-02,
444,8.750000e-03,8.750000e-03,
445,8.750000e-03,8.125000e-03,
446,8.750000e-03,7.500000e-03,
447,8.750000e-03,6.875000e-03,
448,9.374999e-03,6.250000e-03,
449,1.062500e-02,5.625000e-03,
450,1.062500e-02,4.375000e-03,
451,1.125000e-02,4.375000e-03,
452,1.125000e-02,3.125000e-03,
453,1.187500e-02,3.125000e-03,
454,1.187500e-02,2.500000e-03,
455,1.187500e-02,1.875000e-03,
456,1.250000e-02,1.250000e-03,
457,1.250000e-02,6.250000e-04,
458,1.250000e-02,0.000000e+00,
459,1.312500e-02,0.000000e+00,
460,1.312500e-02,0.000000e+00,
461,1.312500e-02,-6.250000e-04,
462,1.312500e-02,-6.250000e-04,
463,1.312500e-02,-6.250000e-04,
464,1.250000e-02,-1.250000e-03,
465,1.375000e-02,-6.250000e-04,
466,1.312500e-02,-6.250000e-04,
467,1.312500e-02,-6.250000e-04,
468,1.250000e-02,-6.250000e-04,
469,1.250000e-02,-6.250000e-04,
470,1.250000e-02,0.000000e+00,
